,date,open,close,high,low,volume,code
931,2005-07-22,-104.422,-104.402,-104.179,-104.539,6095.96,600519
932,2005-07-25,-104.419,-104.601,-104.343,-104.679,6961.89,600519
933,2005-07-26,-104.701,-104.48,-104.399,-104.701,8008.24,600519
934,2005-07-27,-104.343,-104.179,-104.086,-104.422,5369.82,600519
935,2005-07-28,-104.176,-104.058,-104.008,-104.274,8592.52,600519
936,2005-07-29,-104.137,-104.097,-104.002,-104.142,2425.18,600519
937,2005-08-01,-104.075,-103.98,-103.919,-104.142,3840.3,600519
938,2005-08-02,-103.994,-104.036,-103.947,-104.212,4262.87,600519
939,2005-08-03,-104.086,-103.977,-103.947,-104.142,8184.21,600519
940,2005-08-04,-103.949,-103.441,-103.36,-103.949,10560.44,600519
941,2005-08-05,-103.166,-103.169,-102.898,-103.387,6365.16,600519
942,2005-08-08,-103.152,-103.35,-103.059,-103.79,8545.55,600519
943,2005-08-09,-103.387,-103.575,-103.387,-103.686,5841.98,600519
944,2005-08-10,-103.682,-103.33,-103.22,-103.682,5800.27,600519
945,2005-08-11,-103.384,-102.928,-102.918,-103.384,13593.6,600519
946,2005-08-12,-102.928,-103.045,-102.918,-103.263,4715.45,600519
947,2005-08-15,-103.089,-102.72,-102.519,-103.387,7020.4,600519
948,2005-08-16,-102.72,-102.891,-102.72,-103.072,5751.51,600519
949,2005-08-17,-102.15,-102.441,-101.298,-103.22,12506.74,600519
950,2005-08-18,-102.213,-103.022,-102.113,-103.052,10989.09,600519
951,2005-08-19,-103.092,-103.022,-102.904,-103.159,4972.71,600519
952,2005-08-22,-103.059,-102.884,-102.78,-103.22,6929.87,600519
953,2005-08-23,-102.985,-102.713,-102.696,-102.985,4786.0,600519
954,2005-08-24,-102.716,-102.733,-102.649,-102.864,3214.12,600519
955,2005-08-25,-102.73,-102.733,-102.69,-102.851,3540.08,600519
956,2005-08-26,-102.814,-102.576,-102.465,-102.814,4582.41,600519
957,2005-08-29,-102.549,-102.485,-102.421,-102.582,5128.3,600519
958,2005-08-30,-102.515,-102.589,-102.431,-102.683,2453.26,600519
959,2005-08-31,-102.683,-102.428,-102.388,-102.713,2394.34,600519
960,2005-09-01,-102.462,-102.046,-101.938,-102.462,5487.26,600519
961,2005-09-02,-102.113,-101.858,-101.66,-102.113,4998.16,600519
962,2005-09-05,-101.878,-101.727,-101.516,-101.878,3910.58,600519
963,2005-09-06,-101.724,-102.012,-101.613,-102.046,3194.83,600519
964,2005-09-07,-102.015,-101.865,-101.824,-102.042,5186.27,600519
965,2005-09-08,-101.865,-102.036,-101.865,-102.143,6307.52,600519
966,2005-09-09,-102.036,-102.113,-102.029,-102.381,4254.47,600519
967,2005-09-12,-102.113,-102.176,-102.113,-102.438,1595.47,600519
968,2005-09-13,-102.28,-101.781,-101.777,-102.28,4901.15,600519
969,2005-09-14,-101.811,-101.757,-101.643,-102.012,3299.47,600519
970,2005-09-15,-101.791,-101.797,-101.596,-101.925,1740.66,600519
971,2005-09-16,-101.834,-101.72,-101.65,-101.834,3217.33,600519
972,2005-09-19,-101.844,-101.885,-101.583,-101.918,2040.25,600519
973,2005-09-20,-101.861,-101.891,-101.861,-101.979,1795.22,600519
974,2005-09-21,-102.019,-102.15,-101.844,-102.217,2949.27,600519
975,2005-09-22,-102.254,-102.364,-102.052,-102.656,3358.26,600519
976,2005-09-23,-102.418,-102.408,-102.217,-102.599,3064.46,600519
977,2005-09-26,-102.398,-102.522,-102.264,-102.549,1766.6,600519
978,2005-09-27,-102.532,-102.633,-102.465,-102.666,1709.21,600519
979,2005-09-28,-102.71,-102.458,-102.384,-102.71,2336.95,600519
980,2005-09-29,-102.398,-102.146,-102.113,-102.445,2084.96,600519
981,2005-09-30,-102.146,-102.227,-102.146,-102.549,3324.15,600519
982,2005-10-10,-102.354,-102.502,-102.146,-102.515,2647.95,600519
983,2005-10-11,-102.549,-102.435,-102.394,-102.643,1359.09,600519
984,2005-10-12,-102.381,-102.881,-102.381,-102.911,8327.95,600519
985,2005-10-13,-102.867,-103.022,-102.747,-103.146,10907.53,600519
986,2005-10-14,-103.059,-103.542,-102.901,-103.622,4942.58,600519
987,2005-10-17,-103.672,-103.485,-103.22,-103.76,9468.38,600519
988,2005-10-18,-103.488,-103.085,-103.085,-103.488,9642.18,600519
989,2005-10-19,-103.022,-103.085,-102.901,-103.23,7924.51,600519
990,2005-10-20,-103.146,-103.31,-103.018,-103.371,5721.62,600519
991,2005-10-21,-103.354,-103.287,-103.236,-103.387,3395.38,600519
992,2005-10-24,-103.32,-103.035,-103.002,-103.32,4444.67,600519
993,2005-10-25,-102.941,-102.837,-102.784,-102.951,11594.86,600519
994,2005-10-26,-102.844,-102.857,-102.804,-102.951,9635.79,600519
995,2005-10-27,-102.871,-103.062,-102.871,-103.203,9748.15,600519
996,2005-10-28,-103.059,-102.864,-102.683,-103.059,6982.31,600519
997,2005-10-31,-102.888,-102.653,-102.448,-103.015,6685.72,600519
998,2005-11-01,-102.586,-102.616,-102.532,-102.777,8542.88,600519
999,2005-11-02,-102.716,-102.663,-102.532,-102.857,2766.09,600519
1000,2005-11-03,-102.586,-102.981,-102.566,-102.985,2539.7,600519
1001,2005-11-04,-102.978,-102.968,-102.851,-103.256,4895.62,600519
1002,2005-11-07,-103.216,-103.075,-103.052,-103.253,2475.17,600519
1003,2005-11-08,-103.079,-103.075,-103.042,-103.099,6077.3,600519
1004,2005-11-09,-102.992,-103.146,-102.884,-103.216,6020.73,600519
1005,2005-11-10,-103.085,-103.176,-103.085,-103.334,3950.13,600519
1006,2005-11-11,-103.313,-103.26,-103.173,-103.391,2926.91,600519
1007,2005-11-14,-103.367,-103.521,-103.287,-103.538,2162.89,600519
1008,2005-11-15,-103.471,-103.589,-103.428,-103.589,7767.6,600519
1009,2005-11-16,-103.595,-103.424,-103.401,-103.723,7248.56,600519
1010,2005-11-17,-103.454,-103.736,-103.434,-104.33,11008.02,600519
1011,2005-11-18,-103.723,-103.622,-103.454,-104.055,6941.23,600519
1012,2005-11-21,-103.723,-103.505,-103.471,-103.79,4575.17,600519
1013,2005-11-22,-103.572,-103.34,-103.193,-103.89,3538.81,600519
1014,2005-11-23,-103.481,-103.3,-103.253,-103.521,1371.41,600519
1015,2005-11-24,-103.387,-103.599,-103.387,-103.723,10882.95,600519
1016,2005-11-25,-103.689,-103.545,-103.521,-103.763,3913.87,600519
1017,2005-11-28,-103.565,-103.568,-103.495,-103.89,1523.78,600519
1018,2005-11-29,-103.572,-103.927,-103.495,-104.394,2488.8,600519
1019,2005-11-30,-104.058,-104.145,-104.004,-104.427,6508.2,600519
1020,2005-12-01,-104.229,-104.293,-104.108,-104.323,5354.24,600519
1021,2005-12-02,-104.293,-103.884,-103.79,-104.293,9633.83,600519
1022,2005-12-05,-103.884,-104.001,-103.84,-104.179,2757.43,600519
1023,2005-12-06,-104.159,-104.139,-104.014,-104.226,14916.67,600519
1024,2005-12-07,-104.226,-104.145,-104.014,-104.226,4309.98,600519
1025,2005-12-08,-104.212,-104.192,-104.058,-104.216,3657.78,600519
1026,2005-12-09,-104.159,-104.434,-104.159,-104.461,15462.06,600519
1027,2005-12-12,-104.461,-104.843,-104.461,-104.846,15102.2,600519
1028,2005-12-13,-104.83,-104.94,-104.746,-105.232,20414.41,600519
1029,2005-12-14,-105.048,-104.568,-104.461,-105.054,17975.93,600519
1030,2005-12-15,-104.551,-104.44,-104.427,-104.726,5934.65,600519
1031,2005-12-16,-104.461,-104.236,-104.172,-104.561,6670.61,600519
1032,2005-12-19,-104.226,-104.108,-104.031,-104.31,4702.67,600519
1033,2005-12-20,-104.045,-104.266,-104.041,-104.394,4540.42,600519
1034,2005-12-21,-104.36,-104.407,-104.192,-104.487,4959.17,600519
1035,2005-12-22,-104.508,-104.316,-104.192,-104.558,3340.67,600519
1036,2005-12-23,-104.424,-104.031,-103.991,-104.427,6291.83,600519
1037,2005-12-26,-103.991,-103.988,-103.89,-104.125,6992.35,600519
1038,2005-12-27,-103.957,-103.75,-103.726,-104.014,7290.17,600519
1039,2005-12-28,-103.726,-103.565,-103.555,-103.803,6250.35,600519
1040,2005-12-29,-103.555,-103.129,-103.119,-103.555,15674.35,600519
1041,2005-12-30,-103.22,-103.515,-103.213,-103.756,36647.56,600519
1042,2006-01-04,-103.589,-103.964,-103.589,-104.021,35507.13,600519
1043,2006-01-05,-103.991,-103.803,-103.622,-104.018,16992.3,600519
1044,2006-01-06,-103.79,-103.646,-103.572,-103.941,17162.3,600519
1045,2006-01-09,-103.605,-103.122,-102.951,-103.622,20770.8,600519
1046,2006-01-10,-103.052,-103.062,-102.857,-103.21,17456.82,600519
1047,2006-01-11,-103.069,-103.199,-102.851,-103.216,8315.15,600519
1048,2006-01-12,-103.253,-103.052,-103.032,-103.354,9989.72,600519
1049,2006-01-13,-103.052,-102.891,-102.616,-103.22,9936.88,600519
1050,2006-01-16,-102.79,-103.203,-102.75,-103.216,7730.84,600519
1051,2006-01-17,-103.387,-103.371,-103.179,-103.454,13824.7,600519
1052,2006-01-18,-103.387,-103.334,-103.065,-103.387,9706.85,600519
1053,2006-01-19,-103.126,-103.36,-103.119,-103.464,7283.03,600519
1054,2006-01-20,-103.354,-103.394,-103.27,-103.602,14216.37,600519
1055,2006-01-23,-103.387,-103.723,-103.387,-103.756,13286.42,600519
1056,2006-01-24,-103.719,-103.552,-103.293,-103.723,11452.89,600519
1057,2006-01-25,-103.515,-102.971,-102.884,-103.615,15730.73,600519
1058,2006-02-06,-102.867,-102.918,-102.817,-103.22,15691.41,600519
1059,2006-02-07,-102.918,-102.046,-102.042,-103.002,28665.81,600519
1060,2006-02-08,-102.156,-102.099,-102.015,-102.421,22264.37,600519
1061,2006-02-09,-102.13,-102.555,-102.046,-102.616,7770.3,600519
1062,2006-02-10,-102.582,-101.197,-101.039,-102.69,31873.95,600519
1063,2006-02-13,-99.436,-99.436,-99.436,-99.436,16966.0,600519
1064,2006-02-15,-98.859,-99.332,-98.859,-99.765,28996.55,600519
1065,2006-02-16,-99.48,-99.138,-98.695,-99.597,18977.5,600519
1066,2006-02-17,-99.141,-99.275,-99.067,-99.322,8907.82,600519
1067,2006-02-20,-99.436,-99.567,-99.329,-99.973,10843.98,600519
1068,2006-02-21,-99.738,-99.181,-99.178,-99.738,10239.0,600519
1069,2006-02-22,-99.245,-99.128,-99.027,-99.362,10335.1,600519
1070,2006-02-23,-99.124,-97.93,-97.853,-99.265,11730.27,600519
1071,2006-04-17,-95.841,-95.841,-95.841,-95.841,238.1,600519
1072,2006-04-18,-93.543,-93.543,-93.543,-93.543,324.44,600519
1073,2006-04-19,-91.014,-91.014,-91.014,-91.286,43967.51,600519
1074,2006-04-20,-88.636,-90.632,-88.636,-91.967,55615.01,600519
1075,2006-04-21,-90.719,-88.988,-88.462,-90.974,31886.09,600519
1076,2006-04-24,-88.797,-88.921,-88.029,-89.535,36248.98,600519
1077,2006-04-25,-88.965,-88.156,-87.556,-89.431,39704.65,600519
1078,2006-05-25,-83.52,-87.585,-82.017,-88.704,198116.97,600519
1079,2006-05-26,-87.66,-87.284,-87.261,-89.02,91801.96,600519
1080,2006-05-29,-87.276,-84.279,-84.279,-87.276,80683.62,600519
1081,2006-05-30,-81.942,-80.973,-80.973,-83.062,138758.54,600519
1082,2006-05-31,-80.928,-81.251,-78.336,-82.107,151731.03,600519
1083,2006-06-01,-81.251,-80.139,-79.688,-82.032,90331.67,600519
1084,2006-06-02,-80.139,-81.935,-80.139,-82.318,73104.73,600519
1085,2006-06-05,-82.318,-83.618,-82.318,-84.421,68747.56,600519
1086,2006-06-06,-84.098,-84.985,-84.098,-85.023,56641.97,600519
1087,2006-06-07,-85.346,-85.751,-84.279,-85.999,71001.13,600519
1088,2006-06-08,-85.902,-85.233,-84.955,-86.518,58454.35,600519
1089,2006-06-09,-85.233,-85.323,-84.872,-86.15,58410.82,600519
1090,2006-06-12,-85.774,-83.46,-83.377,-86.15,71344.49,600519
1091,2006-06-13,-83.46,-82.814,-81.89,-83.46,74829.48,600519
1092,2006-06-14,-83.144,-82.168,-81.867,-84.647,62233.84,600519
1093,2006-06-15,-82.175,-82.468,-81.116,-82.844,51311.47,600519
1094,2006-06-16,-82.476,-82.213,-81.792,-82.618,40080.29,600519
1095,2006-06-19,-82.393,-80.868,-80.079,-82.994,76305.89,600519
1096,2006-06-20,-81.153,-81.003,-80.62,-81.484,37608.92,600519
1097,2006-06-21,-81.003,-81.769,-80.89,-82.205,36323.94,600519
1098,2006-06-22,-82.017,-82.19,-81.657,-82.243,23653.79,600519
1099,2006-06-23,-82.393,-82.258,-81.792,-82.543,27924.08,600519
1100,2006-06-26,-82.243,-81.476,-81.003,-82.243,47869.59,600519
1101,2006-06-27,-81.364,-80.545,-80.064,-81.401,51466.17,600519
1102,2006-06-28,-80.62,-81.379,-80.62,-81.567,26800.57,600519
1103,2006-06-29,-81.341,-81.191,-80.898,-81.567,37191.05,600519
1104,2006-06-30,-81.078,-81.687,-80.702,-82.168,39032.78,600519
1105,2006-07-03,-81.702,-82.168,-81.702,-82.483,48287.74,600519
1106,2006-07-04,-82.393,-82.017,-81.98,-83.032,52506.66,600519
1107,2006-07-05,-81.867,-82.355,-81.867,-82.618,15572.63,600519
1108,2006-07-06,-82.393,-82.258,-81.942,-82.693,22055.6,600519
1109,2006-07-07,-82.228,-82.776,-82.025,-82.836,28023.63,600519
1110,2006-07-10,-82.859,-83.497,-82.859,-83.633,27697.75,600519
1111,2006-07-11,-83.52,-83.708,-83.174,-83.82,27214.09,600519
1112,2006-07-12,-83.745,-84.279,-83.708,-84.609,33125.13,600519
1113,2006-07-13,-84.459,-83.768,-83.219,-84.812,39424.2,600519
1114,2006-07-14,-84.121,-83.843,-83.708,-84.557,18343.74,600519
1115,2006-07-17,-84.046,-83.625,-83.107,-84.384,25684.18,600519
1116,2006-07-18,-83.655,-84.031,-83.625,-84.249,15392.32,600519
1117,2006-07-19,-84.121,-84.669,-83.971,-85.098,31326.98,600519
1118,2006-07-20,-84.699,-84.053,-83.978,-85.113,19372.01,600519
1119,2006-07-21,-84.083,-83.948,-83.896,-84.264,10759.71,600519
1120,2006-07-24,-84.196,-82.611,-82.115,-84.421,40525.41,600519
1121,2006-07-25,-82.611,-82.153,-82.017,-82.994,32542.13,600519
1122,2006-07-26,-82.153,-82.393,-82.017,-82.881,17404.3,600519
1123,2006-07-27,-82.468,-82.633,-82.175,-82.919,24515.14,600519
1124,2006-07-28,-82.769,-83.144,-82.701,-83.332,22886.46,600519
1125,2006-07-31,-83.234,-84.271,-83.219,-84.271,15948.07,600519
1126,2006-08-01,-84.271,-83.715,-83.52,-84.346,13168.38,600519
1127,2006-08-02,-83.745,-84.211,-83.52,-84.361,8860.22,600519
1128,2006-08-03,-84.196,-85.038,-83.858,-85.248,16655.48,600519
1129,2006-08-04,-85.023,-85.255,-84.737,-85.774,14793.41,600519
1130,2006-08-07,-85.586,-85.503,-84.73,-86.465,14142.35,600519
1131,2006-08-08,-85.774,-84.865,-84.842,-85.774,7771.76,600519
1132,2006-08-09,-84.835,-84.384,-84.046,-85.023,10288.41,600519
1133,2006-08-10,-84.384,-84.264,-83.986,-84.384,13105.61,600519
1134,2006-08-11,-84.211,-84.211,-83.896,-84.234,7247.13,600519
1135,2006-08-14,-84.211,-84.414,-84.061,-84.872,11173.66,600519
1136,2006-08-15,-84.609,-84.181,-84.136,-84.647,6398.25,600519
1137,2006-08-16,-84.196,-83.527,-83.452,-84.271,8998.88,600519
1138,2006-08-17,-83.452,-84.083,-83.452,-84.73,10929.65,600519
1139,2006-08-18,-84.346,-84.174,-83.926,-84.602,3381.23,600519
1140,2006-08-21,-85.038,-84.144,-84.121,-85.135,7293.21,600519
1141,2006-08-22,-84.271,-83.377,-83.257,-84.271,11108.75,600519
1142,2006-08-23,-84.421,-83.956,-83.753,-84.421,21056.23,600519
1143,2006-08-24,-84.271,-84.189,-83.971,-84.361,12574.07,600519
1144,2006-08-25,-84.189,-84.241,-83.828,-84.421,7474.87,600519
1145,2006-08-28,-84.339,-84.384,-84.128,-84.722,25572.59,600519
1146,2006-08-29,-84.294,-83.024,-82.611,-84.301,37854.4,600519
1147,2006-08-30,-83.332,-83.535,-82.919,-83.67,9692.92,600519
1148,2006-08-31,-83.52,-83.347,-83.167,-83.67,12358.48,600519
1149,2006-09-01,-83.257,-83.467,-83.242,-83.61,10873.94,600519
1150,2006-09-04,-83.685,-83.422,-83.317,-83.685,5903.76,600519
1151,2006-09-05,-83.512,-83.565,-83.347,-83.655,12354.76,600519
1152,2006-09-06,-83.595,-83.43,-83.182,-83.67,11380.69,600519
1153,2006-09-07,-83.535,-83.527,-83.407,-83.978,10518.62,600519
1154,2006-09-08,-83.896,-83.926,-83.595,-84.151,5890.62,600519
1155,2006-09-11,-84.121,-84.174,-83.963,-84.354,8302.99,600519
1156,2006-09-12,-84.174,-84.421,-84.174,-84.497,19393.05,600519
1157,2006-09-13,-84.406,-84.361,-84.076,-84.406,18421.46,600519
1158,2006-09-14,-84.271,-82.693,-82.663,-84.872,63366.87,600519
1159,2006-09-15,-82.693,-82.889,-82.183,-83.445,29243.97,600519
1160,2006-09-18,-82.859,-82.896,-82.693,-83.31,34084.76,600519
1161,2006-09-19,-83.024,-82.461,-82.213,-83.182,29992.52,600519
1162,2006-09-20,-82.551,-82.025,-81.777,-82.709,22442.46,600519
1163,2006-09-21,-82.017,-82.168,-81.905,-82.168,16312.83,600519
1164,2006-09-22,-82.198,-82.16,-82.017,-82.693,12425.97,600519
1165,2006-09-25,-82.506,-82.228,-81.905,-82.506,10475.25,600519
1166,2006-09-26,-82.265,-82.784,-82.258,-82.799,11789.72,600519
1167,2006-09-27,-82.851,-82.678,-82.506,-83.024,8052.18,600519
1168,2006-09-28,-82.769,-82.16,-82.055,-82.979,16779.2,600519
1169,2006-09-29,-82.168,-81.694,-81.356,-82.393,22756.22,600519
1170,2006-10-09,-81.258,-79.11,-78.787,-81.258,37970.12,600519
1171,2006-10-10,-78.636,-79.215,-77.885,-79.388,24124.48,600519
1172,2006-10-11,-79.26,-79.959,-79.012,-80.139,12117.97,600519
1173,2006-10-12,-79.959,-80.041,-79.568,-80.455,14286.89,600519
1174,2006-10-13,-80.041,-80.507,-79.914,-80.733,14898.03,600519
1175,2006-10-16,-80.515,-81.717,-80.515,-82.168,38076.75,600519
1176,2006-10-17,-81.717,-81.161,-80.965,-82.13,15370.44,600519
1177,2006-10-18,-81.266,-79.906,-79.606,-81.642,23878.83,600519
1178,2006-10-19,-80.026,-79.763,-79.388,-80.5,16611.15,600519
1179,2006-10-20,-79.793,-80.064,-79.651,-80.086,12095.4,600519
1180,2006-10-23,-80.364,-79.012,-78.749,-80.364,38998.75,600519
1181,2006-10-24,-78.974,-78.141,-77.825,-79.162,26709.12,600519
1182,2006-10-25,-77.735,-75.872,-75.346,-78.11,47476.08,600519
1183,2006-10-26,-76.007,-76.007,-75.736,-76.758,20428.5,600519
1184,2006-10-27,-76.014,-76.743,-76.014,-76.833,14791.45,600519
1185,2006-10-30,-76.758,-76.728,-76.495,-77.284,12369.43,600519
1186,2006-10-31,-76.728,-76.766,-75.781,-77.201,11266.83,600519
1187,2006-11-01,-77.059,-77.359,-76.758,-77.524,12762.04,600519
1188,2006-11-02,-77.427,-76.18,-76.165,-77.99,23319.0,600519
1189,2006-11-03,-76.014,-76.18,-75.639,-76.983,13876.4,600519
1190,2006-11-06,-76.721,-75.188,-74.354,-76.758,26740.04,600519
1191,2006-11-07,-75.18,-75.406,-74.579,-75.631,21326.45,600519
1192,2006-11-08,-75.631,-74.647,-74.128,-76.007,25348.3,600519
1193,2006-11-09,-74.842,-74.376,-74.354,-75.165,15962.43,600519
1194,2006-11-10,-74.542,-74.053,-73.077,-74.805,33153.29,600519
1195,2006-11-13,-74.128,-74.572,-74.128,-75.331,28315.49,600519
1196,2006-11-14,-74.767,-72.325,-72.138,-74.767,31306.77,600519
1197,2006-11-15,-71.89,-70.868,-69.996,-72.551,34033.76,600519
1198,2006-11-16,-70.845,-68.734,-67.006,-70.86,48628.57,600519
1199,2006-11-17,-68.509,-68.824,-68.118,-69.996,38341.46,600519
1200,2006-11-20,-69.598,-68.794,-67.893,-69.598,27060.49,600519
1201,2006-11-21,-68.749,-69.899,-68.704,-70.748,30241.21,600519
1202,2006-11-22,-69.921,-69.666,-69.102,-70.853,28900.47,600519
1203,2006-11-23,-69.989,-69.651,-68.869,-69.989,12547.85,600519
1204,2006-11-24,-69.688,-69.32,-69.027,-70.447,23495.89,600519
1205,2006-11-27,-69.32,-69.02,-67.998,-69.403,16498.49,600519
1206,2006-11-28,-69.102,-70.139,-68.501,-70.147,28322.41,600519
1207,2006-11-29,-70.748,-68.937,-67.63,-71.551,26754.01,600519
1208,2006-11-30,-68.696,-66.428,-65.353,-68.696,21012.03,600519
1209,2006-12-01,-66.428,-65.488,-63.46,-66.428,40414.69,600519
1210,2006-12-04,-65.293,-65.413,-64.038,-66.39,26886.58,600519
1211,2006-12-05,-65.564,-64.677,-63.775,-65.639,38117.83,600519
1212,2006-12-06,-64.737,-65.466,-64.737,-67.066,37493.0,600519
1213,2006-12-07,-65.857,-65.083,-64.662,-65.857,21855.38,600519
1214,2006-12-08,-65.488,-65.451,-64.812,-66.24,22068.89,600519
1215,2006-12-11,-66.165,-63.009,-62.859,-66.165,26754.3,600519
1216,2006-12-12,-62.573,-63.37,-62.122,-63.685,11767.03,600519
1217,2006-12-13,-63.024,-63.76,-62.904,-64.241,33416.53,600519
1218,2006-12-14,-63.385,-59.448,-59.192,-63.76,37628.24,600519
1219,2006-12-15,-59.478,-57.878,-57.254,-60.207,23697.3,600519
1220,2006-12-18,-57.99,-52.416,-52.22,-57.99,35238.29,600519
1221,2006-12-19,-52.416,-53.851,-50.612,-54.309,38038.16,600519
1222,2006-12-20,-54.234,-53.993,-52.791,-54.587,25195.9,600519
1223,2006-12-21,-53.993,-54.985,-53.092,-55.346,30301.46,600519
1224,2006-12-22,-55.346,-56.6,-54.444,-57.239,30439.46,600519
1225,2006-12-25,-56.428,-54.812,-54.083,-56.428,24954.41,600519
1226,2006-12-27,-54.061,-53.107,-52.416,-54.068,19853.02,600519
1227,2006-12-28,-52.866,-53.107,-52.716,-54.594,29281.05,600519
1228,2006-12-29,-53.099,-51.341,-48.133,-53.798,82975.49,600519
1229,2007-01-04,-49.703,-52.836,-49.576,-53.092,44664.67,600519
1230,2007-01-05,-53.625,-52.513,-52.198,-54.745,27805.01,600519
1231,2007-01-08,-52.491,-53.573,-52.265,-54.309,48923.59,600519
1232,2007-01-09,-53.55,-50.62,-49.718,-53.768,28300.01,600519
1233,2007-01-10,-50.462,-50.485,-49.343,-51.514,28239.4,600519
1234,2007-01-11,-50.462,-48.216,-47.322,-50.838,37482.8,600519
1235,2007-01-12,-48.283,-44.482,-44.301,-49.711,36402.08,600519
1236,2007-01-15,-44.414,-42.491,-40.695,-44.414,30670.52,600519
1237,2007-01-16,-42.678,-43.903,-41.612,-44.993,35039.7,600519
1238,2007-01-17,-44.008,-43.61,-39.944,-45.188,25916.04,600519
1239,2007-01-18,-43.7,-38.276,-38.073,-44.452,30645.35,600519
1240,2007-01-19,-38.276,-35.173,-33.265,-38.276,22255.51,600519
1241,2007-01-22,-34.609,-32.28,-30.177,-34.685,25521.22,600519
1242,2007-01-23,-31.83,-38.231,-31.078,-39.117,41782.8,600519
1243,2007-01-24,-38.065,-34.85,-32.431,-38.065,19404.22,600519
1244,2007-01-25,-36.563,-35.909,-33.971,-37.464,44848.15,600519
1245,2007-01-26,-36.938,-35.518,-34.722,-43.7,35845.7,600519
1246,2007-01-29,-36.337,-36.57,-32.431,-37.615,18560.36,600519
1247,2007-01-30,-37.141,-34.872,-33.858,-37.329,26561.09,600519
1248,2007-01-31,-36.337,-39.771,-34.685,-40.695,33267.84,600519
1249,2007-02-01,-42.205,-38.441,-37.712,-42.573,25909.75,600519
1250,2007-02-02,-39.215,-41.446,-38.591,-42.198,14988.8,600519
1251,2007-02-05,-41.454,-44.452,-41.446,-44.662,19837.99,600519
1252,2007-02-06,-45.947,-45.391,-44.527,-50.086,39522.56,600519
1253,2007-02-07,-45.819,-44.098,-42.213,-45.947,17976.22,600519
1254,2007-02-08,-44.527,-45.233,-42.964,-47.081,18373.14,600519
1255,2007-02-09,-45.819,-46.578,-44.767,-47.457,12262.17,600519
1256,2007-02-12,-46.856,-44.452,-43.137,-47.307,12511.33,600519
1257,2007-02-13,-43.79,-42.348,-42.318,-44.452,18767.1,600519
1258,2007-02-14,-41.762,-42.528,-40.703,-43.7,15614.47,600519
1259,2007-02-15,-41.709,-39.786,-38.456,-42.19,16805.18,600519
1260,2007-02-16,-38.614,-42.07,-38.441,-42.528,25071.62,600519
1261,2007-02-26,-42.348,-44.437,-42.348,-45.195,15321.46,600519
1262,2007-02-27,-44.827,-51.484,-44.827,-51.724,31866.95,600519
1263,2007-03-01,-44.902,-44.902,-44.902,-47.547,44582.45,600519
1264,2007-03-02,-44.452,-43.858,-41.454,-45.233,34770.66,600519
1265,2007-03-05,-43.768,-46.029,-43.768,-46.104,21805.01,600519
1266,2007-03-06,-46.706,-42.123,-41.334,-47.457,24350.58,600519
1267,2007-03-07,-41.221,-41.101,-39.606,-42.19,26425.34,600519
1268,2007-03-08,-41.521,-41.108,-40.695,-42.874,13807.63,600519
1269,2007-03-09,-42.123,-42.19,-40.334,-42.874,16185.95,600519
1270,2007-03-12,-42.348,-42.348,-42.19,-43.227,19443.99,600519
1271,2007-03-13,-42.979,-43.392,-42.348,-45.188,19080.52,600519
1272,2007-03-14,-44.452,-45.188,-43.7,-45.729,21600.27,600519
1273,2007-03-15,-45.954,-44.136,-43.7,-45.954,20973.19,600519
1274,2007-03-16,-43.851,-43.993,-43.7,-45.879,14634.93,600519
1275,2007-03-19,-45.947,-44.166,-43.535,-46.104,25951.61,600519
1276,2007-03-20,-44.196,-46.247,-44.076,-46.367,21187.52,600519
1277,2007-03-21,-46.217,-46.706,-44.978,-48.494,28289.56,600519
1278,2007-03-22,-46.548,-46.337,-46.044,-48.208,31397.02,600519
1279,2007-03-23,-47.074,-45.962,-45.879,-48.058,30279.38,600519
1280,2007-03-26,-46.104,-46.691,-46.029,-46.931,22656.2,600519
1281,2007-03-27,-46.878,-47.615,-46.706,-48.321,37197.64,600519
1282,2007-03-28,-47.555,-47.389,-46.818,-48.959,34926.36,600519
1283,2007-03-29,-47.322,-44.925,-44.835,-47.998,49415.37,600519
1284,2007-03-30,-44.767,-46.33,-44.715,-47.307,30985.07,600519
1285,2007-04-02,-45.954,-46.788,-45.947,-48.283,28257.19,600519
1286,2007-04-03,-46.788,-46.044,-45.503,-48.126,42800.91,600519
1287,2007-04-04,-45.962,-44.196,-43.708,-45.962,40807.26,600519
1288,2007-04-05,-44.542,-45.699,-44.542,-46.165,37460.14,600519
1289,2007-04-06,-46.255,-46.706,-45.947,-47.081,27615.36,600519
1290,2007-04-09,-46.292,-45.954,-44.752,-47.532,62834.18,600519
1291,2007-04-10,-45.789,-46.413,-45.361,-46.63,63046.82,600519
1292,2007-04-11,-45.992,-46.796,-45.992,-47.532,53828.25,600519
1293,2007-04-12,-46.931,-43.069,-42.123,-47.472,76458.57,600519
1294,2007-04-13,-42.949,-39.981,-38.156,-44.452,84783.18,600519
1295,2007-04-16,-40.77,-40.898,-39.23,-41.822,37812.42,600519
1296,2007-04-17,-40.695,-43.182,-39.613,-44.452,44618.85,600519
1297,2007-04-18,-43.182,-44.76,-43.182,-45.579,48780.84,600519
1298,2007-04-19,-45.428,-47.607,-45.203,-48.659,39881.71,600519
1299,2007-04-20,-47.457,-46.277,-45.579,-47.532,41516.94,600519
